CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,01/11/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,01/11/2018,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,01/11/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,01/11/2018,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,01/11/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,01/11/2018,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,01/14/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,,,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,01/14/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,,,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,01/14/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24,,,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,01/14/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,01/29/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,01/29/2019,04/21/2019,Cycle Inspection / Re-inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,04/12/2016,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,13,,,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,04/12/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,,,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,04/12/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,,,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,04/12/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,,,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,05/04/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,A,05/04/2016,04/21/2019,Cycle Inspection / Re-inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,05/04/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,05/04/2016,04/21/2019,Cycle Inspection / Re-inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,05/04/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,05/04/2016,04/21/2019,Cycle Inspection / Re-inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,05/04/2016,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,A,05/04/2016,04/21/2019,Cycle Inspection / Re-inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,10/13/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,10/13/2016,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,10/13/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,10/13/2016,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,10/13/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,10/13/2016,04/21/2019,Cycle Inspection / Initial Inspection
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,10/13/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,10/13/2016,04/21/2019,Cycle Inspection / Initial Inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,03/21/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,03/21/2018,04/21/2019,Cycle Inspection / Initial Inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,04/04/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A,04/04/2019,04/21/2019,Cycle Inspection / Initial Inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,04/04/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,04/04/2019,04/21/2019,Cycle Inspection / Initial Inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,08/29/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,,,04/21/2019,Cycle Inspection / Initial Inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,08/29/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,,,04/21/2019,Cycle Inspection / Initial Inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,08/29/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,17,,,04/21/2019,Cycle Inspection / Initial Inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,10/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,10/12/2017,04/21/2019,Cycle Inspection / Re-inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,10/12/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,10/12/2017,04/21/2019,Cycle Inspection / Re-inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,11/01/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,11/01/2016,04/21/2019,Cycle Inspection / Initial Inspection
41390298,MCDONALD'S,BROOKLYN,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,11/01/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,11/01/2016,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,03/22/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,03/22/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,03/22/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,04/14/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,04/14/2016,04/21/2019,Cycle Inspection / Re-inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,04/14/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,04/14/2016,04/21/2019,Cycle Inspection / Re-inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,04/14/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,04/14/2016,04/21/2019,Cycle Inspection / Re-inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,05/12/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,05/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,05/12/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,05/12/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,06/08/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,06/08/2017,04/21/2019,Cycle Inspection / Re-inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,06/08/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,06/08/2017,04/21/2019,Cycle Inspection / Re-inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,10/13/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,10/13/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,10/13/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,10/13/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,11/10/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,11/10/2016,04/21/2019,Cycle Inspection / Re-inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,11/10/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,11/10/2016,04/21/2019,Cycle Inspection / Re-inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,11/10/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,11/10/2016,04/21/2019,Cycle Inspection / Re-inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,11/27/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,11/27/2018,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,11/27/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,11/27/2018,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,12/28/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8,A,12/28/2017,04/21/2019,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,BROOKLYN,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,12/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,12/28/2017,04/21/2019,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,01/10/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,01/10/2018,04/21/2019,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,01/10/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,01/10/2018,04/21/2019,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,01/25/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,01/25/2019,04/21/2019,Cycle Inspection / Re-inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,01/30/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,2,A,01/30/2017,04/21/2019,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,02/26/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,02/26/2016,04/21/2019,Cycle Inspection / Re-inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,02/26/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,02/26/2016,04/21/2019,Cycle Inspection / Re-inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,08/12/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20,,,04/21/2019,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,08/12/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,20,,,04/21/2019,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,08/12/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,,,04/21/2019,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,08/30/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,08/30/2016,04/21/2019,Cycle Inspection / Re-inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,08/30/2016,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,9,A,08/30/2016,04/21/2019,Cycle Inspection / Re-inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,08/30/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,08/30/2016,04/21/2019,Cycle Inspection / Re-inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,12/20/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,8,,,04/21/2019,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,BROOKLYN,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,12/20/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,8,,,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,01/12/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,01/12/2016,04/21/2019,Cycle Inspection / Re-inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,01/12/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,01/12/2016,04/21/2019,Cycle Inspection / Re-inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,01/31/2018,Violations were cited in the following area(s).,15F,,Not Applicable,,,,04/21/2019,Smoke-Free Air Act / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,07/28/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13,A,07/28/2016,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,07/28/2016,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,13,A,07/28/2016,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,07/28/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,07/28/2016,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,10/02/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,10/02/2017,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,10/02/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,10/02/2017,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,10/02/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,10/02/2017,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,10/11/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,10/11/2018,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,10/11/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,10/11/2018,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,12/02/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,17,,,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,12/02/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,,,04/21/2019,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,BROOKLYN,1999,MCDONALD AVENUE,11223,3475548114,Pizza,12/02/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,04/21/2019,Administrative Miscellaneous / Initial Inspection
41619708,LOUNGE BAR CAVE,BROOKLYN,2320,MCDONALD AVENUE,11223,3479151515,Italian,01/12/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,01/12/2016,04/21/2019,Cycle Inspection / Re-inspection
